Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
*MEL,DOG,CHIHUAHUA SH,TAN,Neutered,TOY,1/2/2017,K17-023748,DA01,A353503,6/2/2017,6/17/2017,15,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.245316, -122.59871)",1
,DOG,LABRADOR RETR/MIX,BROWN,Female,LARGE,,K14-011536,TRUCK,A313213,10/29/2014,10/29/2014,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*TOM,OTHER,RAT,FAWN/WHITE,Male,SMALL,7/18/2016,K17-024243,LOBBY,A354684,7/5/2017,7/25/2017,20,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94558,"94558(38.383156, -122.289164)",1
MILLIE,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,3/10/2015,K15-013108,TX,A317848,3/11/2015,5/16/2015,66,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,COUNTY,95425,"95425(38.790859, -123.010876)",1
,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,,K16-020283,CS06,A340812,8/13/2016,8/24/2016,11,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
MANOLO,DOG,SHIH TZU,WHITE/GRAY,Male,TOY,,K17-023577,DS85,A353153,5/20/2017,5/20/2017,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
,DOG,GERM SHEPHERD/MIX,BROWN/BLACK,Male,LARGE,,K15-017216,DS74,A331298,12/22/2015,12/30/2015,8,OWNER SURRENDER,FIELD,EUTHANIZE,BEH SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
LADY,DOG,PIT BULL,BLACK/WHITE,Spayed,MED,8/15/2014,K15-013912,DA08,A321497,5/9/2015,5/24/2015,15,STRAY,FIELD,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
CUJO,DOG,PIT BULL/MIX,WHITE,Male,LARGE,,K16-018677,DS62,A332698,5/1/2016,5/26/2016,25,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*ALFIE,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,3/2/2018,K18-027877,LOBBY,A370929,4/17/2018,5/15/2018,28,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95441,"95441(38.729916, -122.883041)",1
MONKEY,CAT,SIAMESE/MIX,SEAL PT/WHITE,Female,SMALL,3/5/2013,K16-017991,SMM,A333855,3/5/2016,3/16/2016,11,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
VADAR,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,5/4/2017,K17-024609,MAC,A355636,7/28/2017,7/29/2017,1,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,MOB EVENT,HEALTHY,HEALTHY,OUT OF COUNTY,COUNTY,95441,"95441(38.729916, -122.883041)",1
*TINK,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,4/9/2014,K14-008923,LOBBY,A307032,5/21/2014,6/7/2014,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,2/28/2015,K15-015611,CS06,A326298,8/25/2015,8/29/2015,4,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
PEYTON,OTHER,RABBIT SH,WHITE/BROWN,Female,SMALL,,K17-022238,CS06,A347153,1/14/2017,1/20/2017,6,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,SAVEABUNNY,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,94941,"94941(37.896402, -122.547447)",1
ROCCO,DOG,PIT BULL,WHITE/GRAY,Neutered,PUPPY,12/20/2016,K17-022793,DS93,A349481,3/14/2017,3/16/2017,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
,OTHER,PEAFOWL,BLUE/BROWN,Female,MED,,K16-018539,LS01,A335897,4/15/2016,4/23/2016,8,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1
,OTHER,FOX,GRAY/RED,Unknown,MED,,K17-024461,EUTH,A355758,7/18/2017,7/18/2017,0,QUARANTINE,FLD_STRAY,EUTHANIZE,FRA,UNKNOWN,UNTREATABLE,COUNTY,,,,1
MATTIE,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,4/25/2003,K15-013664,SMM,A321025,4/23/2015,4/25/2015,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNTREATABLE,TREATABLE/REHAB,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
*ROGER,DOG,CHIHUAHUA SH,WHITE,Neutered,SMALL,3/26/2013,K14-008166,DA08,A304548,3/23/2014,4/10/2014,18,STRAY,FIELD,TRANSFER,RP SHELTER,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
GOTTI,DOG,PIT BULL,BLUE,Male,LARGE,8/26/2011,K14-010466,DS73,A310672,8/26/2014,8/26/2014,0,TRANSFER,PRIV_SHELT,ESCAPED/STOLEN,IN KENNEL,HEALTHY,HEALTHY,COUNTY,,,,1
SARAH,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,SMALL,2/11/2012,K17-022513,CA02,A348191,2/11/2017,3/1/2017,18,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.618857, -122.861927)",1
SHARON,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,5/15/2010,K18-028241,DS58,A372524,5/15/2018,5/15/2018,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
SANCHO NUNEZ,DOG,CHIHUAHUA SH/PARSON RUSS TER,BROWN,Neutered,SMALL,7/17/2015,K16-019522,DS54,A339134,7/1/2016,7/1/2016,0,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,SMALL,4/2/2016,K16-018355,RECEIVING,A335240,4/6/2016,4/6/2016,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
OSCAR,DOG,CATAHOULA/BULLDOG,GRAY/BLACK,Male,PUPPY,9/15/2015,K16-019750,DA25,A330267,7/12/2016,7/13/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
SHAY,DOG,GERM SHEPHERD/LABRADOR RETR,BLACK,Spayed,LARGE,10/27/2015,K16-018538,DS57,A335896,4/19/2016,6/15/2016,57,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,COUNTRYSID,HEALTHY,HEALTHY,WINDSOR,COUNTY,95401,"95401(38.446019, -122.766748)",1
DIAMOND,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,5/15/2014,K15-012447,CA03,A315802,1/15/2015,1/15/2015,0,OWNER SURRENDER,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*APPLE,OTHER,LOP-ENGLISH/MIX,TAN,Neutered,SMALL,2/21/2016,K18-027181,CA01,A367954,2/6/2018,2/27/2018,21,STRAY,OVER THE COUNTER,TRANSFER,SAVEABUNNY,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94941,"94941(37.896402, -122.547447)",1
*HEIDI,DOG,ROTTWEILER,BLACK/TAN,Spayed,LARGE,1/9/2014,K17-026546,DA06,A365258,12/3/2017,1/24/2018,52,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
KONA,DOG,ALASKAN HUSKY,SILVER/WHITE,Female,MED,11/12/2014,K15-016763,TRUCK,A329629,11/12/2015,11/12/2015,0,STRAY,FIELD,RETURN TO OWNER,FLD_IDTAG,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
SHASTA,DOG,BLOODHOUND,TRICOLOR,Spayed,LARGE,7/5/2005,K16-021280,TRUCK,A213176,10/22/2016,10/22/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
LIL BIT,DOG,AUST CATTLE DOG,GRAY/BLACK,Female,SMALL,3/21/2017,K17-024017,CI02,A354162,6/21/2017,6/22/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,OUT OF COUNTY,95451,"95451(38.933149, -122.779847)",1
*REUBEN,DOG,PIT BULL,WHITE/BROWN,Neutered,LARGE,7/13/2014,K15-014625,DS65,A317935,6/25/2015,8/5/2015,41,ADOPTION RETURN,OVER THE COUNTER,TRANSFER,PETLUMA PP,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,94951,"94951(38.314417, -122.656863)",1
,CAT,DOMESTIC SH,WHITE/BLACK,Unknown,KITTN,,K15-016258,RECEIVING,A327961,10/4/2015,10/4/2015,0,STRAY,FIELD,TRANSFER,PETALUMAAS,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
CASHES,DOG,SHIH TZU,WHITE,Male,SMALL,8/27/2015,K17-022357,DA34,A347758,1/27/2017,1/27/2017,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
ORION,DOG,LABRADOR RETR/MIX,BROWN/WHITE,Male,LARGE,3/20/2012,K15-013822,VET,A287011,5/6/2015,5/7/2015,1,STRAY,FIELD,RETURN TO OWNER,MEDICAL,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*CAESAR,CAT,DOMESTIC SH,BRN TABBY,Neutered,MED,11/12/2012,K16-018414,CA02,A329381,4/9/2016,4/15/2016,6,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,*PETALUMA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC LH,CALICO,Spayed,KITTN,9/13/2014,K14-011682,CS06,A313680,11/13/2014,11/15/2014,2,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
,CAT,DOMESTIC SH,GRAY,Neutered,SMALL,1/22/2006,K16-017539,TRUCK,A332291,1/22/2016,1/22/2016,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
OLLIE,DOG,NORW ELKHOUND,GRAY/BLACK,Male,MED,6/1/2008,K16-020785,DS82,A342425,9/16/2016,9/17/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
BUCKY,DOG,PIT BULL/DACHSHUND,BR BRINDLE,Neutered,MED,10/14/2010,K14-011250,TX,A312722,10/14/2014,10/14/2014,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
KING,DOG,LABRADOR RETR/PIT BULL,YELLOW,Neutered,MED,11/12/2016,K17-023596,DA37,A352480,5/23/2017,6/13/2017,21,STRAY,PRIV_SHELT,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
MILEY,DOG,LABRADOR RETR/MIX,GOLD,Spayed,LARGE,2/12/2008,K14-011791,DS83,A314085,11/20/2014,11/20/2014,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,WINDSOR,OUT OF COUNTY,94571,"94571(38.172836, -121.732104)",1
,DOG,GERM SHEPHERD,WHITE,Female,LARGE,12/22/2014,K17-026761,DS69,A366366,12/22/2017,1/23/2018,32,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,,K14-010447,TX,A310626,8/23/2014,8/25/2014,2,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
,CAT,DOMESTIC SH,GRAY,Female,SMALL,6/20/2017,K17-025406,TRUCK,A361137,9/20/2017,9/20/2017,0,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
CRASH,DOG,LABRADOR RETR/MIX,TAN,Neutered,LARGE,12/23/2008,K14-012177,DS55,A315232,12/23/2014,12/31/2014,8,STRAY,PRIV_SHELT,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
SASHA,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,12/21/2012,K14-009527,DQ114,A307025,6/27/2014,7/7/2014,10,ADOPTION RETURN,OVER THE COUNTER,EUTHANIZE,BEH SEVERE,UNTREATABLE,UNTREATABLE,OUT OF COUNTY,,,,1
PANTHER,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,5/5/2018,K18-028559,LOBBY,A373564,6/5/2018,7/13/2018,38,CONFISCATE,FLD_CRUEL,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401(38.446019, -122.766748)",1
SPOT,DOG,PARSON RUSS TER/MIX,WHITE/GRAY,Male,SMALL,4/5/2006,K16-018289,DQ110,A335097,4/1/2016,4/5/2016,4,QUARANTINE,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
BELLE,DOG,LABRADOR RETR,YELLOW,Spayed,LARGE,3/26/2008,K16-017940,DS75,A229532,2/28/2016,3/1/2016,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95465,"95465(38.406591, -123.001365)",1
,DOG,YORKSHIRE TERR/MIX,WHITE/BLACK,Female,SMALL,9/25/2003,K15-015947,DS95,A326950,9/14/2015,9/25/2015,11,STRAY,VET_HOSP,EUTHANIZE,ILL SEVERE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,,,,1
*JAMES,CAT,DOMESTIC LH,BRN TABBY,Neutered,SMALL,8/11/2014,K17-024801,CA02,A356693,8/11/2017,8/22/2017,11,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
ROME,DOG,BULL TERRIER,WHITE/TAN,Neutered,MED,5/1/2016,K17-023650,DS52,A353290,5/26/2017,5/26/2017,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,WINDSOR,COUNTY,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,4/2/2016,K16-018356,RECEIVING,A335241,4/6/2016,4/6/2016,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
*LISA,CAT,DOMESTIC SH,BLK TABBY,Spayed,KITTN,3/23/2016,K16-018907,LOBBY,A337165,5/18/2016,5/20/2016,2,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95492,"95492(38.541541, -122.809202)",1
AXEL,DOG,AUST KELPIE/GERM SHEPHERD,BROWN/TAN,Neutered,MED,8/6/2011,K15-015280,DS67,A324950,8/6/2015,8/28/2015,22,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,BEH SEVERE,HEALTHY,TREATABLE/MANAGEABLE,SANTA ROSA,,,,1
GYPSY,DOG,POODLE STND,WHITE,Spayed,LARGE,1/1/2010,K16-018782,RECEIVING,A317628,5/10/2016,5/10/2016,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95492,"95492(38.541541, -122.809202)",1
MAGNUM,DOG,GERM SHEPHERD/MIX,BROWN/BLACK,Neutered,LARGE,9/15/2012,K14-010451,DA36,A310641,8/24/2014,9/17/2014,24,STRAY,FIELD,ADOPTION,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
CLOVER MAE,DOG,PIT BULL/MIX,RED/WHITE,Spayed,MED,4/9/2015,K17-025513,DS78,A328759,9/28/2017,10/3/2017,5,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
,OTHER,GOAT/ALPINE,WHITE/BLACK,Male,SMALL,2/8/2015,K15-012899,LS01,A317049,2/23/2015,3/4/2015,9,CONFISCATE,FLD_ARREST,DIED,IN KENNEL,UNTREATABLE,DEAD,SANTA ROSA,,,,1
LUNA,DOG,GERM SHEPHERD/MIX,BLACK/TAN,Spayed,LARGE,11/27/2012,K18-027253,DQ117,A298317,2/13/2018,2/23/2018,10,QUARANTINE,FIELD_OS,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95401,"95401(38.446019, -122.766748)",1
CHAVEZ,DOG,PIT BULL,TAN/WHITE,Neutered,MED,12/5/2010,K14-009063,DQ107,A266222,5/31/2014,5/31/2014,0,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1
,OTHER,PIGEON,GRAY,Unknown,SMALL,,K17-026474,RECEIVING,A364992,11/28/2017,11/28/2017,0,STRAY,OVER THE COUNTER,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,WINDSOR,,,,1
,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,6/13/2015,K15-015610,CS06,A326297,8/25/2015,8/29/2015,4,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*BUFFY,CAT,DOMESTIC SH,BUFF,Neutered,KITTN,7/11/2014,K14-010198,49ERPET,A309995,8/9/2014,9/26/2014,48,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
KIT,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,7/17/2013,K14-010445,CS04,A309142,8/23/2014,8/23/2014,0,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,*COTATI,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
SCOOTER,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,7/22/2015,K17-026568,SMM,A332315,12/1/2017,1/2/2018,32,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL-O,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95452,"95452(38.416879, -122.549913)",1
*BILLY,CAT,DOMESTIC MH,ORG TABBY/WHITE,Neutered,KITTN,8/6/2016,K16-020689,CS04,A342082,9/8/2016,10/14/2016,36,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1
*GANDALF,OTHER,CALIFORNIAN/MIX,LILAC PT,Neutered,SMALL,11/2/2015,K16-021439,CA01,A344737,11/2/2016,2/2/2017,92,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401(38.446019, -122.766748)",1
BUTTERCUP,CAT,DOMESTIC SH,LYNX PT,Spayed,SMALL,1/27/2013,K15-012570,CS04,A316207,1/27/2015,2/14/2015,18,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC MH,BLACK/WHITE,Female,SMALL,9/20/2016,K17-022855,TX,A349756,3/20/2017,3/21/2017,1,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
MYKA,DOG,SIBERIAN HUSKY/MIX,TRICOLOR,Male,LARGE,8/25/2015,K16-018187,DS86,A334822,3/23/2016,3/25/2016,2,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1
,DOG,FOX TERR WIRE/MIX,BLACK,Male,SMALL,,K16-019346,DS56,A338594,6/20/2016,7/7/2016,17,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,,,,1
SIMBA,CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,KITTN,7/6/2016,K16-020751,CI02,A342363,9/14/2016,10/22/2016,38,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
,OTHER,RAT,BROWN/WHITE,Female,SMALL,,K18-027968,CI02,A371158,4/24/2018,4/28/2018,4,STRAY,OVER THE COUNTER,TRANSFER,RATTIE RAT,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,94517,"94517(37.911752, -121.909739)",1
*PEDRO,DOG,CHIHUAHUA SH/MIX,BLACK/WHITE,Neutered,SMALL,3/10/2013,K15-012910,DA47,A317068,2/24/2015,3/21/2015,25,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*POOKIE,DOG,CHIHUAHUA SH,TAN/WHITE,Spayed,SMALL,11/13/2011,K15-016440,DA01,A328626,10/17/2015,12/30/2015,74,STRAY,OVER THE COUNTER,TRANSFER,PETLUMA PP,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94951,"94951(38.314417, -122.656863)",1
EVIE,DOG,CHIHUAHUA SH/MIX,BROWN,Spayed,SMALL,11/7/2014,K16-021228,DA48,A343861,10/18/2016,11/12/2016,25,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
BUSY,DOG,CATAHOULA/MIX,BROWN,Spayed,LARGE,2/26/2014,K15-012924,DS69,A317102,2/25/2015,2/26/2015,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95448,"95448(38.618857, -122.861927)",1
LUNA,DOG,GERM SHEPHERD,BROWN/BLACK,Spayed,LARGE,6/17/2014,K15-013148,DA35,A317939,3/13/2015,3/20/2015,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1
LILEE,DOG,CHIHUAHUA SH/DACHSHUND,TAN/WHITE,Spayed,SMALL,2/13/2013,K14-007703,DA45,A302667,2/13/2014,2/22/2014,9,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
*OSCAR,DOG,ROTTWEILER/MIX,BLACK/TAN,Neutered,LARGE,4/7/2015,K16-018359,DQ115,A335284,4/7/2016,5/17/2016,40,STRAY,FIELD,TRANSFER,WINE CNTRY,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94515,"94515(38.596259, -122.603413)",1
MIA,DOG,PIT BULL,BR BRINDLE,Spayed,MED,9/25/2012,K15-016133,RECEIVING,A327705,9/25/2015,9/26/2015,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
,CAT,DOMESTIC SH,AGOUTI,Unknown,KITTN,,K15-014671,RECEIVING,A323846,6/30/2015,6/30/2015,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
BANDIT,DOG,AUST SHEPHERD,WHITE/GRAY,Neutered,MED,12/24/2005,K15-017233,DS63,A331345,12/23/2015,12/29/2015,6,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,WINDSOR,COUNTY,95492,"95492(38.541541, -122.809202)",1
,OTHER,PEAFOWL,BLUE/GREEN,Male,MED,,K15-013888,DI103,A321473,5/8/2015,5/22/2015,14,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,WINDSOR,95403,"95403(38.486997, -122.749134)",1
*ROSS,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,5/20/2015,K15-014538,49ERPET,A323156,6/20/2015,7/31/2015,41,STRAY,COMM CAT,ADOPTION,49ER PET,TREATABLE/REHAB,HEALTHY,COUNTY,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
